date,refyear_clean,refmonth_clean,refperiodid,period,freqcode,refyear,refmonth,flowcode,flowdesc,reportercode,reporteriso,reporterdesc,partnercode,partneriso,partnerdesc,cmdcode,cmddesc,cifvalue,fobvalue,primaryvalue,qty,alt_qty,net_wgt,gross_wgt,qtyunitcode,qtyunitabbr,altqtyunitcode,altqtyunitabbr,isreported,isaggregate,isleaf,aggrlevel
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,348,HUN,Hungary,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",56851710.0,0.0,56851710.0,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,352,ISL,Iceland,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",663787.199,645686.919,663787.199,207.649,0.0,207.649,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,360,IDN,Indonesia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1901737717.0,0.0,1901737717.0,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,372,IRL,Ireland,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",44201789.321,0.0,44201789.321,3530.014,0.0,0.0,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,376,ISR,Israel,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",16505000.0,0.0,16505000.0,321.586,0.0,321.586,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,380,ITA,Italy,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",9717387228.42,,9717387228.42,240415.895,0.0,240804.777,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,392,JPN,Japan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",269076129.046,0.0,269076129.046,4923.734,0.0,4923.734,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,398,KAZ,Kazakhstan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",390611961.43,,390611961.43,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,400,JOR,Jordan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",128536374.88,0.0,128536374.88,2489.95,0.0,2489.95,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,404,KEN,Kenya,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",37373.045,,37373.045,1.0,1.0,1.0,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,410,KOR,Rep. of Korea,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",908445465.0,,908445465.0,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,414,KWT,Kuwait,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",431350648.0,0.0,431350648.0,8023.872,8023.872,8023.872,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,417,KGZ,Kyrgyzstan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",287221.0,0.0,287221.0,579.611,579611.0,0.0,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,418,LAO,Lao People's Dem. Rep.,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",245974.99,0.0,245974.99,5.887,5.887,5.887,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,422,LBN,Lebanon,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",586878987.0,0.0,586878987.0,10903.205,0.0,10903.205,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,428,LVA,Latvia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",15545272.93,,15545272.93,272.247,272247.0,267.337,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,440,LTU,Lithuania,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",11610450.0,,11610450.0,203.573,203573.28,203.111,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,442,LUX,Luxembourg,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",102801125.365,102509120.945,102801125.365,1918.746,1918745.789,2897.197,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,446,MAC,"China, Macao SAR",0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",11807222.134,,11807222.134,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,458,MYS,Malaysia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",2251153908.451,0.0,2251153908.451,39787.59,39787.59,39787.59,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,466,MLI,Mali,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",3869887.173,,3869887.173,76.677,76.677,76.677,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,470,MLT,Malta,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4498404.167,,4498404.167,985.368,983369.0,1075.063,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,478,MRT,Mauritania,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1694.042,,1694.042,5.0,5.0,5.0,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,480,MUS,Mauritius,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",13942885.479,13749133.221,13942885.479,255.0,255.0,263.0,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,484,MEX,Mexico,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",,102059665.0,102059665.0,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,490,S19,"Other Asia, nes",0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1980856487.493,0.0,1980856487.493,34703.533,0.0,34703.533,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,496,MNG,Mongolia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",10431780.48,0.0,10431780.48,171.99,171.99,171.99,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,498,MDA,Rep. of Moldova,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1592.0,0.0,1592.0,0.018,18.0,0.018,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,499,MNE,Montenegro,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",15320.238,0.0,15320.238,0.223,223.0,0.39,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,504,MAR,Morocco,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",21675.403,0.0,21675.403,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,512,OMN,Oman,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",222993181.491,,222993181.491,3998.406,0.0,3998.406,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,516,NAM,Namibia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",2116.597,,2116.597,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,524,NPL,Nepal,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",141393170.85,0.0,141393170.85,2723.296,0.0,2723.296,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,528,NLD,Netherlands,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",555768269.954,0.0,555768269.954,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,531,CUW,Curaçao,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",78770.919,,78770.919,1.47,0.0,1.47,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,533,ABW,Aruba,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",10763.128,0.0,10763.128,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,554,NZL,New Zealand,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",125901305.545,125728841.901,125901305.545,6189.649,0.0,6189.649,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,558,NIC,Nicaragua,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",705970.36,0.0,705970.36,25.25,25.25,25.25,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,562,NER,Niger,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",6462.979,,6462.979,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,566,NGA,Nigeria,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1095.763,0.0,1095.763,1.7,1.7,1.7,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,579,NOR,Norway,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",7169635.905,0.0,7169635.905,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,586,PAK,Pakistan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",6755858.653,0.0,6755858.653,121.514,121514.0,121.514,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,591,PAN,Panama,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1681224.0,0.0,1681224.0,61.276,0.0,61.276,70.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,598,PNG,Papua New Guinea,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",12463.572,,12463.572,0.233,0.0,0.233,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,604,PER,Peru,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",22631706.04,0.0,22631706.04,363.861,0.0,363.861,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,608,PHL,Philippines,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",88737303.0,83321838.0,88737303.0,0.0,0.0,,13727.7,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,616,POL,Poland,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",191947340.0,0.0,191947340.0,3666.946,0.0,3668.605,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,620,PRT,Portugal,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",51177953.559,,51177953.559,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,626,TLS,Timor-Leste,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",23.0,,23.0,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,634,QAT,Qatar,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",198890466.805,0.0,198890466.805,3827.326,0.0,3827.326,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,643,RUS,Russian Federation,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",23919091.18,0.0,23919091.18,527.275,524545.583,731.495,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,646,RWA,Rwanda,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",677487311.47,,677487311.47,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,662,LCA,Saint Lucia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",114405.33,0.0,114405.33,6.21,6.21,6.21,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,682,SAU,Saudi Arabia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1165908292.719,,1165908292.719,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,686,SEN,Senegal,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",407121.024,0.0,407121.024,45.0,45.0,45.0,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,688,SRB,Serbia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",35084379.0,34411104.0,35084379.0,575.999,575999.0,575.49,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,699,IND,India,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",21922211576.049,0.0,21922211576.049,430110.587,0.0,430110.587,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,702,SGP,Singapore,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",16626712699.003,0.0,16626712699.003,296917.116,0.0,296917.116,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,703,SVK,Slovakia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",80100634.96,80047229.302,80100634.96,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,704,VNM,Viet Nam,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",215964360.171,0.0,215964360.171,4167.775,0.0,4167.775,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,705,SVN,Slovenia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",110281127.02,0.0,110281127.02,1983.167,1983166.73,2004.609,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,710,ZAF,South Africa,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",0.0,444340576.312,444340576.312,8221.21,8221.21,8221.21,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,716,ZWE,Zimbabwe,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1673.07,,1673.07,0.02,20.0,19.44,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,724,ESP,Spain,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",266054202.122,0.0,266054202.122,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,748,SWZ,Eswatini,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",528.95,0.0,528.95,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,752,SWE,Sweden,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",79741631.43,0.0,79741631.43,1511.953,0.0,1766.794,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,757,CHE,Switzerland,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",87931537081.913,0.0,87931537081.913,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,764,THA,Thailand,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",5044697855.545,,5044697855.545,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,768,TGO,Togo,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",37797.248,,37797.248,113.0,113.0,113.0,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,776,TON,Tonga,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",474.345,,474.345,0.009,0.0,0.009,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,780,TTO,Trinidad and Tobago,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",500619.289,0.0,500619.289,42.317,0.0,42.317,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,784,ARE,United Arab Emirates,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",37256646538.725,0.0,37256646538.725,744068.534,0.0,744068.534,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,788,TUN,Tunisia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",30768428.64,0.0,30768428.64,555.0,555.0,555.0,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,792,TUR,Türkiye,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",25183791731.0,24905024834.743,25183791731.0,503054.498,503054498.0,0.0,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,800,UGA,Uganda,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1841914598.0,0.0,1841914598.0,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,804,UKR,Ukraine,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",90113141.71,0.0,90113141.71,1487.189,1487188.95,1533.52,0.0,8,kg,15,g,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,807,MKD,North Macedonia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",11973.5,0.0,11973.5,0.183,0.0,0.183,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,818,EGY,Egypt,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",149548015.243,,149548015.243,2790.003,0.0,2790.003,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,826,GBR,United Kingdom,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",88335065822.879,0.0,88335065822.879,1507448.033,0.0,0.0,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,834,TZA,United Rep. of Tanzania,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1201623.18,0.0,1201623.18,30.0,30.0,30.0,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,842,USA,USA,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",34686627843.0,0.0,34686627843.0,636658.218,0.0,636658.218,0.0,8,kg,-1,,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,854,BFA,Burkina Faso,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",766.975,0.0,766.975,5.0,5.0,5.0,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,858,URY,Uruguay,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",18115.75,17825.5,18115.75,0.35,0.35,0.35,0.0,8,kg,8,kg,False,True,False,4
2020-01-01,2020,1,20200101,2020,A,2020,52,M,Import,860,UZB,Uzbekistan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",25286645.0,,25286645.0,434.571,434571.04,434.571,0.0,8,kg,15,g,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,20,AND,Andorra,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",16479154.028,,16479154.028,446.527,0.0,446.527,0.0,8,kg,-1,,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,24,AGO,Angola,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",6773.219,,6773.219,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,28,ATG,Antigua and Barbuda,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",19431.137,,19431.137,1.93,11.0,1.93,0.0,8,kg,5,u,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,31,AZE,Azerbaijan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",91957315.15,,91957315.15,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,32,ARG,Argentina,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",8209.74,7959.79,8209.74,19.79,19.79,19.79,0.0,8,kg,8,kg,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,36,AUS,Australia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4899927978.709,4889179492.461,4899927978.709,87533.468,0.0,87533.468,0.0,8,kg,-1,,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,40,AUT,Austria,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",5175521403.916,,5175521403.916,90066.994,0.0,90066.994,0.0,8,kg,-1,,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,44,BHS,Bahamas,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",16930.0,,16930.0,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,48,BHR,Bahrain,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",255459989.41,,255459989.41,4456.292,4456292.09,,0.0,8,kg,15,g,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,51,ARM,Armenia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",90039296.63,0.0,90039296.63,1560.265,1560264.78,1560.995,0.0,8,kg,15,g,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,52,BRB,Barbados,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1895.0,0.0,1895.0,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,56,BEL,Belgium,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",466410210.273,,466410210.273,17330.497,0.0,17330.497,0.0,8,kg,-1,,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,60,BMU,Bermuda,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",,6078.45,6078.45,65.91,65.91,65.91,0.0,8,kg,8,kg,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,68,BOL,Bolivia (Plurinational State of),0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",464865.38,455386.12,464865.38,13.85,13.85,30.0,0.0,8,kg,8,kg,False,True,False,4
2021-01-01,2021,1,20210101,2021,A,2021,52,M,Import,70,BIH,Bosnia Herzegovina,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",391531.64,0.0,391531.64,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
